season,game_id,team_id,player_id,min_played,goals,assists,penalty_made,penalty_attempted,shots,shots_on_target,yellow_cards,red_cards,touches,tackles,interceptions,blocks,shot_creating_actions,goal_creating_actions,passes_completed,passes_attempted,pass_completion_percent,progressive_passes,carries,progressive_carries,take_ons_attempted,take_ons_successful
2122,459,5794,168,90,0,0,0,0,0,0,0,0,40,0,0,0,0,0,24,35,68.6,0,17,0,0,0
2122,459,5794,171,90,0,0,0,0,0,0,0,0,58,6,2,2,2,0,32,40,80.0,5,23,3,2,1
2122,459,5794,173,90,0,0,0,0,0,0,0,0,41,1,4,2,0,0,18,28,64.3,1,13,1,2,1
2122,459,5794,596,90,0,0,0,0,3,1,0,0,37,1,0,1,2,0,14,23,60.9,3,13,1,1,0
2122,459,5794,179,90,0,0,0,0,1,0,0,0,47,0,1,0,3,0,33,43,76.7,3,26,4,1,1
2122,459,18747,475,90,0,0,0,0,0,0,0,0,118,1,1,0,0,0,78,111,70.3,12,62,2,0,0
2122,459,18747,476,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0,0
2122,459,18747,477,90,1,0,0,0,2,1,0,0,64,2,1,1,1,0,49,52,94.2,1,34,0,0,0
2122,459,18747,479,90,0,0,0,0,0,0,0,0,80,1,1,0,1,0,52,74,70.3,8,42,1,0,0
2122,459,18747,480,12,0,0,0,0,0,0,0,0,7,1,0,0,0,0,4,5,80.0,1,4,0,0,0
2122,459,18747,482,90,0,0,0,0,1,0,0,0,92,0,2,3,5,0,72,79,91.1,6,58,5,7,3
2122,459,18747,486,89,0,1,0,0,3,2,0,0,57,1,0,1,3,1,30,42,71.4,3,33,1,4,1
2122,459,18747,118,90,0,0,0,0,0,0,0,0,58,1,3,1,1,0,46,48,95.8,1,39,0,0,0
2122,459,18747,488,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,100.0,0,1,0,0,0
2122,459,18747,490,90,0,0,0,0,4,1,1,0,39,1,0,1,5,1,17,25,68.0,3,28,1,4,1
2122,459,18747,491,90,0,0,0,0,3,0,1,0,63,2,0,5,5,0,36,48,75.0,4,30,2,1,0
2122,459,18747,493,86,0,0,0,0,3,0,0,0,41,0,0,1,4,0,26,35,74.3,5,32,4,3,2
2122,459,18747,495,78,0,0,0,0,0,0,0,0,58,3,2,2,3,0,46,48,95.8,8,37,1,2,1
2122,459,18747,497,90,0,0,0,0,0,0,0,0,29,0,0,0,0,0,20,28,71.4,0,15,0,0,0
2122,458,18716,341,90,0,0,0,0,2,0,0,0,38,0,0,0,2,1,14,26,53.8,4,29,6,9,7
2122,458,18716,343,76,1,0,0,0,1,1,0,0,17,1,0,1,2,0,4,7,57.1,0,12,2,3,1
2122,458,18716,344,90,0,0,0,0,1,0,1,0,47,2,1,2,0,0,32,37,86.5,4,25,0,0,0
2122,458,18716,351,90,0,0,0,0,0,0,1,0,40,4,3,3,0,0,20,24,83.3,0,19,0,4,2
2122,458,18716,352,14,0,0,0,0,1,0,0,0,12,2,0,0,0,0,5,8,62.5,1,8,0,1,0
2122,458,18716,353,90,0,0,0,0,1,0,0,0,60,1,1,2,2,0,32,42,76.2,1,31,0,1,1
2122,458,18716,355,90,0,1,0,0,0,0,0,0,33,6,1,1,1,1,22,24,91.7,1,15,0,0,0
2122,458,18716,14,76,0,0,0,0,0,0,0,0,37,2,1,1,1,0,26,29,89.7,6,27,5,2,1
2122,458,18716,357,90,0,0,0,0,0,0,1,0,58,2,0,1,1,0,32,42,76.2,2,36,0,3,0
2122,458,18716,358,23,0,0,0,0,0,0,2,1,12,1,0,0,0,0,9,11,81.8,1,9,0,0,0
2122,458,18716,359,90,0,0,0,0,0,0,0,0,34,0,0,0,0,0,24,34,70.6,0,22,0,0,0
2122,458,18716,361,90,0,0,0,0,0,0,0,0,70,3,1,1,2,0,38,58,65.5,5,37,1,0,0
2122,458,18716,365,14,0,0,0,0,1,0,0,0,8,0,0,0,1,0,7,7,100.0,1,5,0,0,0
2122,458,18716,366,59,0,0,0,0,0,0,1,0,29,2,0,1,0,0,23,24,95.8,1,17,0,1,1
2122,458,18741,667,90,0,0,0,0,0,0,0,0,74,4,2,1,0,0,49,60,81.7,2,46,0,0,0
2122,458,18741,669,90,0,0,0,0,0,0,1,0,74,5,1,1,0,0,35,59,59.3,1,30,2,1,0
2122,458,18741,426,90,0,0,0,0,1,0,0,0,71,0,0,2,2,1,58,66,87.9,3,42,0,0,0
2122,458,18741,429,90,1,1,0,0,2,1,0,0,34,0,0,0,3,1,23,25,92.0,4,20,2,3,1
2122,458,18741,431,90,0,0,0,0,0,0,0,0,29,0,0,0,0,0,25,29,86.2,0,13,0,0,0
2122,458,18741,434,90,0,0,0,0,4,0,0,0,62,0,1,1,4,1,36,49,73.5,4,37,3,6,5
2122,458,18741,670,90,0,0,0,0,0,0,0,0,84,4,1,0,1,1,74,78,94.9,5,49,1,0,0
2122,458,18741,437,90,0,1,0,0,1,1,0,0,118,9,0,4,1,1,99,104,95.2,6,53,3,3,1
2122,458,18741,439,90,0,1,0,0,0,0,0,0,81,1,0,1,4,1,61,74,82.4,2,50,9,2,1
2122,458,18741,440,90,1,0,0,0,1,1,0,0,56,0,0,0,6,0,37,48,77.1,3,33,7,2,0
2122,458,18741,442,90,1,0,0,0,5,1,0,0,88,4,0,1,4,0,61,67,91.0,6,58,4,9,4
2122,460,9617,367,90,0,0,0,0,0,0,0,0,29,0,0,0,0,0,21,27,77.8,0,15,0,0,0
2122,460,9617,525,45,0,0,0,0,0,0,0,0,46,1,0,0,3,0,43,44,97.7,3,27,3,0,0
2122,460,9617,1,24,1,0,0,0,3,2,0,0,17,0,0,0,4,0,9,12,75.0,3,7,1,2,1
2122,460,9617,59,90,0,0,0,0,2,0,0,0,68,1,0,0,1,0,57,65,87.7,5,37,2,0,0
2122,460,9617,3,45,0,0,0,0,0,0,1,0,17,0,0,0,2,0,12,16,75.0,1,13,3,0,0
2122,460,9617,9,90,0,0,0,0,2,1,0,0,58,0,0,2,2,0,42,48,87.5,1,29,2,4,2
2122,460,9617,10,90,0,0,0,0,1,0,0,0,86,1,1,0,1,0,71,79,89.9,7,58,0,1,1
2122,460,9617,11,10,0,0,0,0,1,1,0,0,11,0,0,1,1,1,5,7,71.4,0,6,0,2,0
2122,460,9617,15,90,0,0,0,0,1,0,0,0,70,1,1,0,1,0,59,65,90.8,4,45,3,0,0
2122,460,9617,16,66,0,0,0,0,0,0,0,0,47,0,1,0,0,0,37,42,88.1,2,23,2,1,0
2122,460,9617,19,90,0,0,0,0,3,1,0,0,69,1,2,3,6,1,36,47,76.6,1,33,1,6,1
2122,460,9617,21,90,1,0,0,0,1,1,0,0,24,2,0,1,2,0,11,15,73.3,4,7,0,1,0
2122,460,9617,528,90,0,0,0,0,0,0,0,0,89,6,2,0,1,0,63,78,80.8,1,27,1,1,1
2122,460,9617,27,80,0,0,0,0,3,0,0,0,56,4,0,0,3,0,42,49,85.7,3,26,1,2,2
2122,460,19467,131,24,0,0,0,0,0,0,0,0,9,0,1,1,0,0,3,3,100.0,1,5,0,1,1
2122,460,19467,132,90,1,0,0,0,2,2,0,0,30,0,0,0,0,0,15,23,65.2,0,15,2,2,2
2122,460,19467,450,90,0,0,0,0,3,2,0,0,43,4,0,0,2,1,18,27,66.7,5,30,3,3,0
2122,460,19467,136,90,0,0,0,0,0,0,1,0,72,3,1,0,2,0,54,59,91.5,5,47,0,2,0
2122,460,19467,138,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,0,0,0,0,0
2122,460,19467,194,90,0,0,0,0,0,0,0,0,77,2,0,0,0,0,61,71,85.9,1,58,1,0,0
2122,460,19467,142,90,0,0,0,0,0,0,0,0,53,1,0,0,0,0,42,47,89.4,1,39,0,1,0
2122,460,19467,143,70,0,1,0,0,1,1,0,0,40,2,1,2,0,0,25,29,86.2,2,30,4,2,1
2122,460,19467,144,66,0,0,0,0,0,0,0,0,51,3,0,0,0,0,37,48,77.1,4,36,0,1,1
2122,460,19467,586,90,0,0,0,0,1,0,0,0,85,0,1,0,2,0,72,78,92.3,7,66,0,0,0
2122,460,19467,587,20,0,1,0,0,0,0,0,0,8,0,0,1,1,1,4,5,80.0,1,3,0,0,0
2122,460,19467,589,81,1,0,0,0,2,1,0,0,48,2,0,3,3,0,23,26,88.5,4,27,4,8,2
2122,460,19467,151,90,0,0,0,0,0,0,0,0,74,4,3,1,2,0,41,60,68.3,3,43,5,0,0
2122,460,19467,152,90,0,0,0,0,0,0,0,0,40,0,0,0,0,0,33,37,89.2,0,28,0,0,0
2122,461,9617,367,90,0,0,0,0,0,0,0,0,29,0,0,0,0,0,20,26,76.9,0,21,0,0,0
2122,461,9617,446,18,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,7,57.1,0,2,0,0,0
2122,461,9617,525,72,0,0,0,0,3,1,1,0,51,1,1,1,3,0,39,46,84.8,4,38,2,1,1
2122,461,9617,1,67,0,0,0,0,0,0,0,0,40,1,0,1,5,0,25,33,75.8,1,25,0,1,0
2122,461,9617,59,90,0,0,0,0,0,0,0,0,47,0,1,3,0,0,35,37,94.6,1,27,0,0,0
2122,461,9617,3,90,0,0,0,0,4,1,0,0,53,0,1,1,6,0,26,41,63.4,3,35,5,3,0
2122,461,9617,9,90,1,1,0,0,2,1,0,0,65,1,2,0,8,1,47,57,82.5,9,48,7,3,3
2122,461,9617,10,90,0,0,0,0,0,0,0,0,52,2,2,1,0,0,37,42,88.1,1,31,0,0,0
2122,461,9617,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0,1,0,0,0
2122,461,9617,16,23,0,0,0,0,1,1,0,0,23,0,0,0,2,0,20,23,87.0,2,16,1,0,0
2122,461,9617,527,90,0,0,0,0,3,1,0,0,65,2,0,1,4,2,43,52,82.7,6,41,6,2,0
2122,461,9617,21,89,1,1,0,1,4,2,1,0,30,1,0,0,3,2,13,19,68.4,4,18,5,1,0
2122,461,9617,528,90,0,0,0,0,1,0,0,0,67,2,0,0,2,0,42,55,76.4,7,32,5,0,0
2122,461,9617,27,90,1,0,0,0,3,1,0,0,72,3,0,4,4,0,43,53,81.1,4,36,1,1,0
2122,461,18711,30,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,3,66.7,0,3,0,0,0
2122,461,18711,317,45,0,0,0,0,0,0,0,0,24,1,1,1,0,0,15,18,83.3,0,16,0,0,0
2122,461,18711,400,76,0,0,0,0,1,0,0,0,20,1,0,0,2,0,8,15,53.3,0,11,1,0,0
2122,461,18711,34,90,0,0,0,0,0,0,1,0,56,2,5,2,2,1,36,44,81.8,4,40,2,3,3
2122,461,18711,531,67,0,0,0,0,1,1,0,0,44,3,2,0,2,0,24,32,75.0,2,29,0,3,1
2122,461,18711,35,90,0,0,0,0,0,0,0,0,45,0,0,0,0,0,36,41,87.8,0,28,0,0,0
2122,461,18711,36,90,0,0,0,0,0,0,0,0,60,0,1,2,0,0,44,53,83.0,1,40,1,0,0
2122,461,18711,38,23,1,0,0,0,2,1,0,0,12,1,0,1,1,0,5,6,83.3,1,7,1,0,0
2122,461,18711,40,90,0,0,0,0,1,0,1,0,47,0,1,1,4,1,29,41,70.7,4,35,2,4,3
2122,461,18711,533,45,0,1,0,0,2,1,0,0,22,1,0,2,1,0,10,13,76.9,1,15,4,2,0
2122,461,18711,44,90,0,0,0,0,0,0,1,0,50,1,0,1,4,0,35,41,85.4,7,29,3,0,0
2122,461,18711,45,90,0,0,0,0,0,0,0,0,56,2,0,1,1,0,34,49,69.4,4,27,4,0,0
2122,461,18711,48,90,0,0,0,0,3,1,1,0,32,1,0,1,1,0,16,21,76.2,2,26,5,3,2
2122,461,18711,51,90,0,0,0,0,0,0,1,0,62,1,1,0,1,0,38,52,73.1,2,35,0,0,0
2122,465,19453,54,90,0,0,0,0,0,0,1,0,47,5,2,1,0,0,36,39,92.3,4,23,1,0,0
2122,465,19453,56,19,1,0,1,1,0,0,0,0,13,0,1,0,0,0,8,10,80.0,0,6,0,0,0
2122,465,19453,61,56,0,0,0,0,0,0,0,0,46,0,3,0,1,0,30,38,78.9,3,26,0,0,0
2122,465,19453,565,33,0,0,0,0,0,0,0,0,15,1,0,0,2,1,7,12,58.3,0,6,2,1,1
2122,465,19453,64,90,0,0,0,0,2,0,1,0,62,3,0,2,4,0,37,49,75.5,6,31,3,3,2
2122,465,19453,67,90,0,0,0,0,0,0,0,0,48,3,1,3,0,0,32,38,84.2,0,27,0,1,1
2122,465,19453,68,90,0,0,0,0,3,2,0,0,41,0,0,2,4,1,28,34,82.4,8,24,2,2,2
2122,465,19453,69,90,0,0,0,0,0,0,0,0,99,0,2,4,0,0,78,92,84.8,3,57,0,1,1
2122,465,19453,570,90,0,0,0,0,0,0,0,0,61,2,0,0,1,0,45,57,78.9,0,31,2,1,1
2122,465,19453,70,57,0,0,0,0,0,0,0,0,15,0,0,0,0,0,8,10,80.0,0,5,0,0,0
2122,465,19453,71,71,0,0,0,0,1,1,0,0,46,0,1,0,1,0,39,42,92.9,2,26,1,0,0
2122,465,19453,74,90,0,0,0,0,0,0,0,0,82,1,0,0,0,0,67,77,87.0,0,51,0,0,0
2122,465,19453,75,90,0,0,0,0,2,1,0,0,44,1,0,0,3,0,26,33,78.8,4,18,4,3,2
2122,465,19453,77,34,0,0,0,0,1,0,0,0,24,0,3,1,0,0,12,18,66.7,1,10,5,2,2
2122,465,50602,288,90,0,0,0,0,0,0,0,0,63,1,0,0,1,0,53,59,89.8,3,40,0,1,1
2122,465,50602,290,90,0,1,0,0,1,0,0,0,62,1,1,2,5,2,42,48,87.5,3,37,4,8,4
2122,465,50602,291,90,0,0,0,0,0,0,1,0,40,0,0,0,0,0,32,38,84.2,0,21,0,0,0
2122,465,50602,293,16,0,0,0,0,0,0,0,0,17,0,1,0,2,1,13,16,81.3,1,7,0,0,0
2122,465,50602,295,86,0,1,0,0,3,1,0,0,50,1,1,3,4,1,32,38,84.2,1,22,1,3,3
2122,465,50602,37,76,0,1,0,0,3,2,0,0,37,1,0,0,8,1,23,29,79.3,2,30,7,3,2
2122,465,50602,297,90,0,0,0,0,4,3,1,0,96,1,3,0,5,0,71,81,87.7,4,59,1,4,0
2122,465,50602,298,14,0,0,0,0,0,0,0,0,16,0,0,0,4,0,12,16,75.0,2,4,0,0,0
2122,465,50602,299,90,0,0,0,0,0,0,1,0,76,0,0,2,1,0,59,72,81.9,2,36,4,1,1
2122,465,50602,303,90,2,1,0,0,8,4,0,0,52,0,0,0,4,1,33,39,84.6,5,32,5,2,1
2122,465,50602,305,4,1,0,0,0,1,1,0,0,11,0,0,0,0,0,8,9,88.9,0,7,0,0,0
2122,465,50602,306,90,0,0,0,0,1,0,0,0,67,1,0,2,1,0,53,59,89.8,7,31,0,0,0
2122,465,50602,307,90,0,0,0,0,1,0,0,0,70,0,1,0,0,0,54,59,91.5,1,33,1,0,0
2122,465,50602,311,74,1,0,0,0,1,1,0,0,42,1,1,1,5,0,32,36,88.9,5,22,4,0,0
2122,462,9616,105,90,0,0,0,0,4,1,0,0,70,1,1,1,5,3,59,63,93.7,6,53,2,1,1
2122,462,9616,106,90,1,0,0,0,2,1,0,0,58,2,0,2,3,0,36,47,76.6,2,34,1,1,1
2122,462,9616,108,69,1,0,0,0,1,1,0,0,37,1,1,0,1,0,23,29,79.3,6,26,5,0,0
2122,462,9616,111,90,0,0,0,0,0,0,0,0,26,0,0,0,0,0,23,25,92.0,0,15,0,0,0
2122,462,9616,114,21,0,0,0,0,3,1,0,0,13,0,0,0,4,1,5,7,71.4,4,12,0,2,2
2122,462,9616,115,63,0,1,0,0,0,0,0,0,81,2,1,0,4,3,64,75,85.3,6,58,0,0,0
2122,462,9616,116,69,0,0,0,0,2,1,0,0,37,1,0,2,1,0,22,26,84.6,1,25,3,3,2
2122,462,9616,120,90,3,1,1,1,4,3,0,0,53,1,0,0,4,1,37,45,82.2,5,39,4,1,0
2122,462,9616,121,90,0,2,0,0,1,0,0,0,94,5,0,3,9,2,79,84,94.0,10,66,5,0,0
2122,462,9616,124,90,1,0,0,0,1,1,0,0,75,2,0,2,4,0,59,65,90.8,5,51,2,2,1
2122,462,9616,49,21,0,0,0,0,2,1,0,0,17,0,0,1,2,0,10,11,90.9,0,14,2,0,0
2122,462,9616,125,27,0,1,0,0,2,2,0,0,28,2,0,0,3,1,18,20,90.0,2,18,2,1,1
2122,462,9616,127,90,0,0,0,0,0,0,0,0,98,1,2,2,1,0,87,93,93.5,3,62,0,0,0
2122,462,9616,584,90,0,0,0,0,0,0,0,0,66,1,0,0,2,0,60,64,93.8,5,45,2,0,0
2122,462,18721,636,22,0,0,0,0,0,0,0,0,13,1,0,0,0,0,7,10,70.0,0,5,0,0,0
2122,462,18721,639,64,0,0,0,0,0,0,2,1,51,2,2,0,0,0,35,43,81.4,3,27,0,0,0
2122,462,18721,318,45,0,0,0,0,0,0,0,0,22,1,1,0,1,0,14,16,87.5,2,7,0,1,0
2122,462,18721,642,45,0,0,0,0,0,0,0,0,23,0,1,0,0,0,14,19,73.7,1,12,0,0,0
2122,462,18721,643,90,0,0,0,0,0,0,0,0,49,2,1,1,1,0,37,41,90.2,1,17,0,0,0
2122,462,18721,646,68,0,0,0,0,0,0,0,0,22,1,1,0,0,0,10,15,66.7,0,6,0,3,1
2122,462,18721,647,90,0,0,0,0,0,0,0,0,47,0,0,2,0,0,37,41,90.2,2,29,2,3,3
2122,462,18721,650,90,0,0,0,0,1,0,1,0,47,0,0,0,2,0,27,38,71.1,1,30,1,2,2
2122,462,18721,651,90,0,0,0,0,0,0,0,0,44,1,0,2,0,0,25,34,73.5,2,18,1,2,1
2122,462,18721,652,45,0,0,0,0,1,1,0,0,15,1,0,1,0,0,5,9,55.6,0,10,1,0,0
2122,462,18721,279,90,0,0,0,0,1,0,0,0,58,2,1,3,0,0,39,47,83.0,1,24,1,2,2
2122,462,18721,653,45,0,0,0,0,0,0,1,0,25,1,0,0,0,0,18,22,81.8,1,10,1,0,0
2122,462,18721,656,90,0,0,0,0,0,0,0,0,25,0,0,0,1,0,18,22,81.8,1,13,1,3,2
2122,462,18721,657,90,0,0,0,0,0,0,0,0,58,0,0,0,0,0,40,52,76.9,0,33,0,0,0
2122,463,19467,132,90,1,0,0,0,7,2,1,0,43,0,0,0,4,0,20,28,71.4,3,23,2,1,1
2122,463,19467,450,85,0,0,0,0,1,0,0,0,67,0,0,3,6,1,46,57,80.7,5,47,2,6,4
2122,463,19467,136,90,0,0,0,0,1,0,0,0,86,2,1,1,2,0,61,78,78.2,10,48,7,4,3
2122,463,19467,140,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,0,0,0,0,0
2122,463,19467,141,18,0,0,0,0,1,0,0,0,12,0,0,1,0,0,7,8,87.5,0,9,0,0,0
2122,463,19467,194,90,0,0,0,0,0,0,1,0,110,0,0,0,1,0,97,104,93.3,0,83,0,0,0
2122,463,19467,142,90,0,0,0,0,0,0,1,0,119,1,0,1,2,0,100,107,93.5,10,80,1,1,1
2122,463,19467,144,72,0,0,0,0,1,0,0,0,61,1,1,0,0,0,45,53,84.9,5,33,0,0,0
2122,463,19467,586,90,0,0,0,0,1,1,0,0,122,1,2,2,2,0,99,109,90.8,11,84,3,0,0
2122,463,19467,587,66,0,0,0,0,0,0,0,0,43,1,0,0,2,0,29,38,76.3,3,26,5,2,0
2122,463,19467,589,90,0,0,0,0,1,0,0,0,55,2,0,0,2,0,25,35,71.4,0,25,3,6,3
2122,463,19467,151,90,0,1,0,0,0,0,0,0,69,2,2,0,3,1,48,62,77.4,3,28,1,0,0
2122,463,19467,152,90,0,0,0,0,0,0,0,0,19,0,0,0,0,0,16,19,84.2,0,9,0,0,0
2122,463,19467,153,24,0,0,0,0,2,0,0,0,21,0,0,1,2,0,11,15,73.3,2,12,4,3,1
2122,463,18716,341,80,0,0,0,0,1,0,0,0,26,0,1,0,0,0,6,13,46.2,1,17,4,1,0
2122,463,18716,343,90,1,0,0,0,2,1,1,0,31,0,0,0,1,0,9,14,64.3,2,16,1,1,0
2122,463,18716,344,90,0,0,0,0,0,0,0,0,27,1,1,0,0,0,10,19,52.6,0,6,1,0,0
2122,463,18716,348,90,0,1,0,0,1,0,0,0,49,4,1,2,1,0,17,27,63.0,1,7,1,0,0
2122,463,18716,351,90,0,0,0,0,0,0,0,0,40,1,0,2,0,0,15,23,65.2,4,6,0,3,2
2122,463,18716,353,90,0,0,0,0,1,0,1,0,25,0,1,0,3,1,10,14,71.4,0,9,0,0,0
2122,463,18716,355,90,0,0,0,0,0,0,0,0,34,1,0,2,0,0,15,23,65.2,3,11,0,2,0
2122,463,18716,14,25,0,0,0,0,0,0,0,0,9,0,0,1,0,0,2,2,100.0,0,4,0,1,0
2122,463,18716,357,10,0,0,0,0,0,0,1,0,8,0,0,0,1,0,5,5,100.0,4,3,0,0,0
2122,463,18716,359,90,0,0,0,0,0,0,0,0,36,0,0,0,0,0,16,33,48.5,0,11,0,0,0
2122,463,18716,361,90,0,0,0,0,1,0,1,0,40,4,0,1,2,0,17,33,51.5,2,14,0,1,1
2122,463,18716,363,25,0,0,0,0,0,0,0,0,16,2,2,0,1,0,6,10,60.0,0,10,2,1,1
2122,463,18716,365,65,0,0,0,0,0,0,0,0,14,0,0,0,1,0,5,10,50.0,0,10,0,1,0
2122,463,18716,366,65,0,0,0,0,0,0,0,0,36,5,1,1,1,1,19,23,82.6,1,9,0,1,1
2122,464,5794,155,14,0,0,0,0,0,0,0,0,7,0,1,1,0,0,4,5,80.0,1,2,1,0,0
2122,464,5794,156,90,0,0,0,0,2,0,1,0,62,3,0,3,3,0,36,46,78.3,5,31,1,0,0
2122,464,5794,130,90,0,0,0,0,2,1,0,0,43,0,1,0,4,0,25,36,69.4,6,23,3,3,3
2122,464,5794,158,59,0,0,0,0,3,0,0,0,41,3,2,0,5,1,23,28,82.1,2,24,3,3,2
2122,464,5794,159,90,0,0,0,0,0,0,0,0,61,5,1,2,1,1,28,37,75.7,0,29,0,0,0
2122,464,5794,237,76,0,1,0,0,0,0,0,0,42,0,1,1,4,1,24,29,82.8,5,29,2,3,0
2122,464,5794,168,90,0,0,0,0,0,0,0,0,38,0,0,0,0,0,19,35,54.3,0,20,0,0,0
2122,464,5794,171,90,0,0,0,0,3,1,1,0,76,7,1,1,4,0,42,62,67.7,3,31,2,1,0
2122,464,5794,173,90,0,1,0,0,1,0,0,0,71,2,1,2,1,1,43,58,74.1,5,36,0,0,0
2122,464,5794,177,31,1,0,0,0,1,1,1,0,12,1,0,0,2,0,5,6,83.3,0,6,1,0,0
2122,464,5794,596,90,0,0,0,0,1,0,1,0,24,0,0,0,2,0,10,16,62.5,1,15,1,3,1
2122,464,5794,179,90,0,0,0,0,0,0,0,0,60,1,0,1,2,0,35,51,68.6,7,29,1,0,0
2122,464,5794,181,90,1,0,0,0,2,1,0,0,47,3,1,0,2,0,24,29,82.8,3,25,0,1,1
2122,464,2714,673,90,0,0,0,0,0,0,0,0,60,1,1,2,2,0,33,51,64.7,2,24,1,1,1
2122,464,2714,675,90,0,0,0,0,0,0,0,0,36,0,0,0,0,0,21,34,61.8,0,20,0,0,0
2122,464,2714,677,90,0,1,0,0,0,0,0,0,50,0,0,1,0,0,39,44,88.6,5,32,1,0,0
2122,464,2714,678,90,0,1,0,0,3,0,0,0,41,0,0,0,8,1,21,34,61.8,3,21,1,6,4
2122,464,2714,683,27,1,2,0,0,2,2,1,0,16,1,0,2,4,2,3,6,50.0,1,6,0,2,1
2122,464,2714,687,63,0,0,0,0,2,0,0,0,32,0,0,1,2,1,12,20,60.0,2,26,2,4,2
2122,464,2714,688,75,0,0,0,0,0,0,0,0,71,2,0,2,3,1,42,59,71.2,5,25,2,2,1
2122,464,2714,169,90,3,0,0,0,6,4,1,0,44,1,0,2,3,2,18,27,66.7,3,20,1,5,2
2122,464,2714,689,27,0,1,0,0,1,0,0,0,18,0,0,1,5,3,10,13,76.9,5,12,0,0,0
2122,464,2714,690,90,1,0,0,0,5,2,0,0,56,4,0,2,3,0,31,39,79.5,3,25,0,2,1
2122,464,2714,436,90,0,0,0,0,1,0,0,0,57,0,2,5,1,0,31,40,77.5,4,19,1,1,0
2122,464,2714,693,15,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,2,50.0,0,1,0,0,0
2122,464,2714,695,63,0,0,0,0,0,0,0,0,40,1,0,0,1,0,23,34,67.6,3,16,0,1,0
2122,464,2714,700,90,0,0,0,0,0,0,1,0,56,1,0,2,1,0,38,46,82.6,0,30,0,0,0
2122,467,1128631,602,37,0,0,0,0,1,0,0,0,29,3,1,0,0,0,15,20,75.0,0,17,2,1,0
2122,467,1128631,320,90,0,0,0,0,0,0,0,0,28,2,0,0,1,0,15,21,71.4,1,12,1,0,0
2122,467,1128631,210,90,0,0,0,0,2,0,0,0,100,3,1,1,0,0,66,83,79.5,12,57,5,0,0
2122,467,1128631,215,90,0,0,0,0,0,0,0,0,30,0,0,0,0,0,23,28,82.1,0,13,0,0,0
2122,467,1128631,216,45,0,0,0,0,1,0,0,0,32,0,0,0,1,0,17,26,65.4,2,26,4,2,0
2122,467,1128631,217,90,0,0,0,0,0,0,1,0,77,3,1,3,2,0,58,63,92.1,6,41,4,5,3
2122,467,1128631,603,29,0,0,0,0,3,1,0,0,12,0,0,0,7,2,3,3,100.0,0,6,2,3,3
2122,467,1128631,221,90,0,0,0,0,1,0,0,0,76,1,0,1,1,0,64,69,92.8,2,48,1,0,0
2122,467,1128631,223,61,0,0,0,0,1,1,0,0,31,0,0,0,2,0,21,30,70.0,1,23,0,2,2
2122,467,1128631,226,90,0,0,0,0,0,0,0,0,55,5,2,0,1,0,36,41,87.8,7,26,1,0,0
2122,467,1128631,228,53,0,0,0,0,3,1,0,0,50,2,3,1,7,0,24,36,66.7,7,35,3,9,9
2122,467,1128631,230,90,1,0,1,1,2,0,1,0,48,3,2,1,6,0,25,37,67.6,3,30,0,3,3
2122,467,1128631,231,90,0,0,0,0,1,0,0,0,74,3,4,0,4,0,53,61,86.9,8,36,5,1,1
2122,467,1128631,232,45,0,0,0,0,2,0,0,0,23,0,0,1,1,0,9,17,52.9,1,13,0,0,0
2122,467,19500,498,75,0,0,0,0,0,0,0,0,18,1,1,0,1,0,5,10,50.0,0,16,3,1,0
2122,467,19500,499,90,0,0,0,0,0,0,0,0,39,1,1,2,0,0,30,34,88.2,1,26,0,0,0
2122,467,19500,500,15,0,0,0,0,2,1,0,0,6,1,0,0,0,0,3,3,100.0,0,2,1,0,0
2122,467,19500,709,90,1,0,0,0,1,1,0,0,42,0,1,0,0,0,19,28,67.9,0,28,1,7,3
2122,467,19500,710,90,0,0,0,0,0,0,0,0,32,0,0,0,1,0,16,30,53.3,0,13,0,0,0
2122,467,19500,505,88,0,0,0,0,1,0,1,0,45,2,2,2,1,0,18,31,58.1,0,9,0,0,0
2122,467,19500,506,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,3,66.7,0,1,0,0,0
2122,467,19500,507,90,0,0,0,0,0,0,0,0,38,0,1,1,0,0,25,32,78.1,1,15,0,1,0
2122,467,19500,508,90,0,0,0,0,1,0,1,0,43,0,2,1,0,0,20,28,71.4,1,22,0,2,2
2122,467,19500,510,90,0,0,0,0,0,0,0,0,37,4,1,0,3,0,19,27,70.4,2,15,0,2,2
2122,467,19500,515,82,0,0,0,0,1,1,0,0,55,5,1,2,0,0,26,37,70.3,2,27,2,3,2
2122,467,19500,516,90,0,0,0,0,2,1,0,0,55,1,1,2,5,1,18,36,50.0,3,21,1,5,2
2122,467,19500,517,90,0,0,0,0,0,0,1,0,45,0,1,2,0,0,23,35,65.7,3,20,1,0,0
