ngay_thi_dau,gio_bat_dau,home_team,away_team,home_score,away_score,referee,venue,roud,source_url,Expected Goals (xG)_home,Expected Goals (xG)_away,Ball Possession_home,Ball Possession_away,Total shots_home,Total shots_away,Shots on target_home,Shots on target_away,Big Chances_home,Big Chances_away,Corner Kicks_home,Corner Kicks_away,Passes_home,Passes_away,Yellow Cards_home,Yellow Cards_away,xG on target (xGOT)_home,xG on target (xGOT)_away,Shots off target_home,Shots off target_away,Blocked Shots_home,Blocked Shots_away,Shots inside the Box_home,Shots inside the Box_away,Shots outside the Box_home,Shots outside the Box_away,Hit the Woodwork_home,Hit the Woodwork_away,Touches in opposition box_home,Touches in opposition box_away,Accurate through passes_home,Accurate through passes_away,Offsides_home,Offsides_away,Free Kicks_home,Free Kicks_away,Long passes_home,Long passes_away,Passes in final third_home,Passes in final third_away,Crosses_home,Crosses_away,Expected assists (xA)_home,Expected assists (xA)_away,Throw-ins_home,Throw-ins_away,Fouls_home,Fouls_away,Tackles_home,Tackles_away,Duels won_home,Duels won_away,Clearances_home,Clearances_away,Interceptions_home,Interceptions_away,Errors leading to shot_home,Errors leading to shot_away,Errors leading to goal_home,Errors leading to goal_away,Goalkeeper Saves_home,Goalkeeper Saves_away,xGOT faced_home,xGOT faced_away,Goals prevented_home,Goals prevented_away,Red Cards_home,Red Cards_away,Headed Goals_home,Headed Goals_away
05.04.2025,21:00,Crystal Palace,Brighton,2,1,Taylor A.,Selhurst Park,PREMIER LEAGUE - ROUND 31,,0.61,0.94,38%,62%,8,11,3,5,0.0,2.0,2,4,75%,85%,4.0,3.0,1.08,1.59,1,3,4,3,5.0,7.0,3.0,4.0,0.0,0.0,11.0,22.0,0.0,0.0,3,1,13,12,34%,54%,52%,71%,10%,15%,0.35,0.95,16,26,12,13,71%,52%,51.0,57.0,33.0,21.0,9.0,6.0,0.0,0.0,0.0,0.0,4,1,1.59,1.08,0.59,-0.92,2.0,1.0,,
05.04.2025,21:00,Ipswich,Wolves,1,2,Bankes P.,Portman Road,PREMIER LEAGUE - ROUND 31,,1.1,2.57,44%,56%,6,22,2,7,1.0,4.0,4,8,76%,82%,2.0,2.0,0.89,2.1,2,9,2,6,5.0,19.0,1.0,3.0,0.0,1.0,16.0,40.0,0.0,1.0,1,1,16,12,51%,41%,52%,68%,7%,50%,0.71,2.17,26,24,12,16,58%,62%,52.0,52.0,33.0,29.0,4.0,5.0,0.0,1.0,0.0,0.0,5,1,2.1,0.89,0.1,-0.11,,,,
05.04.2025,21:00,West Ham,Bournemouth,2,2,Robinson T.,London Stadium,PREMIER LEAGUE - ROUND 31,,0.65,2.15,56%,44%,9,11,3,4,1.0,2.0,4,7,79%,74%,2.0,2.0,1.47,1.94,5,4,1,3,6.0,7.0,3.0,4.0,0.0,1.0,16.0,20.0,1.0,0.0,4,1,13,13,39%,38%,64%,56%,29%,29%,0.52,0.97,25,17,13,13,91%,50%,50.0,62.0,30.0,28.0,7.0,7.0,0.0,0.0,1.0,0.0,2,1,1.94,1.47,-0.06,-0.53,,,2.0,0.0
05.04.2025,18:30,Everton,Arsenal,1,1,England D.,Goodison Park,PREMIER LEAGUE - ROUND 31,,1.05,1.83,29%,71%,5,14,2,5,2.0,1.0,3,8,70%,87%,3.0,1.0,0.96,0.98,2,3,1,6,4.0,11.0,1.0,3.0,0.0,0.0,19.0,44.0,0.0,0.0,0,1,13,17,35%,42%,54%,73%,14%,22%,0.42,0.79,17,14,17,13,65%,41%,43.0,62.0,32.0,29.0,5.0,3.0,0.0,0.0,1.0,0.0,4,1,0.98,0.96,-0.02,-0.04,,,,
04.04.2025,02:00,Chelsea,Tottenham,1,0,Pawson C.,Stamford Bridge,PREMIER LEAGUE - ROUND 30,,1.09,0.79,50%,50%,11,8,5,2,3.0,2.0,4,6,85%,88%,5.0,5.0,1.8,0.74,4,3,2,3,8.0,5.0,3.0,3.0,1.0,0.0,33.0,26.0,0.0,0.0,5,4,16,7,50%,44%,77%,79%,23%,12%,0.68,0.83,21,10,7,16,100%,47%,41.0,43.0,25.0,30.0,3.0,7.0,0.0,0.0,0.0,0.0,2,4,0.74,1.8,0.74,0.8,,,1.0,0.0
03.04.2025,02:00,Liverpool,Everton,1,0,Barrott S.,Anfield,PREMIER LEAGUE - ROUND 30,,1.39,0.67,74%,26%,17,5,3,0,1.0,2.0,11,5,87%,64%,2.0,2.0,0.27,0.0,5,2,9,3,11.0,3.0,6.0,2.0,0.0,1.0,33.0,17.0,0.0,0.0,2,4,11,7,59%,33%,83%,51%,13%,6%,1.04,0.2,22,10,7,11,47%,71%,50.0,51.0,20.0,50.0,7.0,12.0,0.0,0.0,0.0,0.0,0,2,0.0,0.27,0.0,-0.73,,,,
03.04.2025,01:45,Bournemouth,Ipswich,1,2,Jones R.,Vitality Stadium,PREMIER LEAGUE - ROUND 30,,1.95,1.18,64%,36%,24,10,7,2,2.0,3.0,8,3,82%,70%,1.0,2.0,1.39,1.02,10,6,7,2,11.0,7.0,13.0,3.0,0.0,0.0,27.0,16.0,1.0,0.0,0,0,15,14,50%,36%,69%,49%,22%,15%,0.71,0.38,19,21,14,15,75%,69%,53.0,48.0,20.0,58.0,6.0,7.0,1.0,0.0,0.0,1.0,0,6,1.02,1.39,-0.98,0.39,,,,
03.04.2025,01:45,Brighton,Aston Villa,0,3,Attwell S.,Amex Stadium,PREMIER LEAGUE - ROUND 30,,1.01,1.2,55%,45%,11,8,4,5,0.0,2.0,4,0,85%,83%,2.0,3.0,0.57,1.69,5,3,2,0,8.0,7.0,3.0,1.0,1.0,0.0,26.0,18.0,0.0,1.0,1,0,11,16,38%,46%,69%,68%,26%,33%,0.7,0.68,24,13,16,11,69%,58%,48.0,52.0,15.0,33.0,6.0,6.0,0.0,0.0,0.0,0.0,2,4,1.69,0.57,-1.31,0.57,,,,
03.04.2025,01:45,Manchester City,Leicester,2,0,England D.,Etihad Stadium,PREMIER LEAGUE - ROUND 30,,2.52,0.02,73%,27%,18,2,5,0,2.0,0.0,5,0,94%,80%,1.0,4.0,2.76,0.0,5,2,8,0,11.0,1.0,7.0,1.0,0.0,0.0,47.0,3.0,1.0,0.0,2,1,8,11,65%,31%,89%,64%,25%,29%,2.12,0.12,10,9,11,8,67%,47%,38.0,39.0,16.0,26.0,3.0,6.0,0.0,0.0,0.0,1.0,0,3,0.0,2.76,0.0,0.76,,,,
03.04.2025,01:45,Newcastle,Brentford,2,1,Bankes P.,St. James' Park,PREMIER LEAGUE - ROUND 30,,1.43,1.63,48%,52%,21,12,4,3,2.0,1.0,4,5,76%,77%,1.0,1.0,1.62,1.27,9,3,8,6,15.0,10.0,6.0,2.0,0.0,1.0,35.0,37.0,0.0,0.0,2,0,12,12,30%,47%,67%,59%,44%,27%,1.19,0.68,24,13,12,12,86%,55%,57.0,48.0,32.0,20.0,7.0,8.0,0.0,4.0,0.0,1.0,2,2,1.27,1.62,0.27,-0.38,,,,
03.04.2025,01:45,Southampton,Crystal Palace,1,1,Madley A.,St. Mary's Stadium,PREMIER LEAGUE - ROUND 30,,0.51,0.88,43%,57%,8,9,2,3,1.0,1.0,2,2,78%,84%,2.0,1.0,0.88,0.9,3,5,3,1,7.0,7.0,1.0,2.0,0.0,1.0,23.0,21.0,1.0,0.0,2,4,9,14,46%,41%,65%,77%,46%,13%,0.67,0.56,22,13,14,9,33%,72%,48.0,43.0,28.0,23.0,9.0,6.0,1.0,1.0,0.0,0.0,2,1,0.9,0.88,-0.1,-0.12,,,1.0,1.0
02.04.2025,02:00,Nottingham,Manchester Utd,1,0,Gillett J.,City Ground,PREMIER LEAGUE - ROUND 30,,0.54,1.66,32%,68%,8,23,2,6,0.0,2.0,3,10,73%,86%,1.0,3.0,0.85,0.49,4,9,2,8,6.0,16.0,2.0,7.0,0.0,1.0,17.0,41.0,1.0,1.0,1,1,12,5,33%,56%,66%,77%,20%,24%,0.66,1.58,14,18,5,12,50%,74%,60.0,55.0,43.0,17.0,6.0,4.0,1.0,0.0,0.0,0.0,6,1,0.49,0.85,0.49,-0.15,,,,
02.04.2025,01:45,Arsenal,Fulham,2,1,Brooks J.,Emirates Stadium,PREMIER LEAGUE - ROUND 30,,2.31,0.81,52%,48%,17,9,4,3,3.0,2.0,5,4,90%,87%,1.0,3.0,1.88,0.89,6,4,7,2,15.0,8.0,2.0,1.0,0.0,0.0,38.0,15.0,0.0,0.0,5,0,10,2,42%,50%,82%,80%,32%,27%,1.2,0.95,13,9,2,10,46%,81%,39.0,42.0,14.0,32.0,3.0,4.0,0.0,1.0,0.0,1.0,2,2,0.89,1.88,-0.11,-0.12,,,1.0,0.0
02.04.2025,01:45,Wolves,West Ham,1,0,Harrington T.,Molineux Stadium,PREMIER LEAGUE - ROUND 30,,0.89,1.02,41%,59%,9,10,2,1,2.0,3.0,1,2,81%,86%,4.0,2.0,0.43,0.2,6,7,1,2,4.0,8.0,5.0,2.0,1.0,1.0,16.0,18.0,0.0,0.0,1,0,12,16,23%,32%,65%,67%,33%,27%,0.43,1.0,27,20,16,12,61%,69%,50.0,56.0,33.0,26.0,13.0,13.0,1.0,0.0,0.0,0.0,1,1,0.2,0.43,0.2,-0.57,,,,
17.03.2025,02:00,Leicester,Manchester Utd,0,3,Bramall T.,King Power Stadium,PREMIER LEAGUE - ROUND 29,,1.17,0.78,54%,46%,11,18,3,5,3.0,1.0,6,4,83%,78%,2.0,0.0,,,2,8,6,5,7.0,7.0,4.0,11.0,0.0,1.0,21.0,17.0,,,4,2,6,6,,,62%,66%,7%,25%,,,16,25,6,6,57%,60%,,,23.0,31.0,10.0,9.0,,,,,2,3,,,,,,,,
16.03.2025,20:30,Arsenal,Chelsea,1,0,Kavanagh C.,Emirates Stadium,PREMIER LEAGUE - ROUND 29,,0.77,0.35,41%,59%,12,8,4,2,0.0,0.0,5,4,84%,87%,3.0,3.0,,,6,3,2,3,9.0,3.0,3.0,5.0,0.0,0.0,27.0,8.0,,,2,1,13,10,,,74%,75%,29%,23%,,,20,15,10,13,50%,64%,,,21.0,24.0,4.0,5.0,,,,,2,3,,,,,,,1.0,0.0
16.03.2025,20:30,Fulham,Tottenham,2,0,Madley A.,Craven Cottage,PREMIER LEAGUE - ROUND 29,,0.99,0.98,57%,43%,13,12,4,4,1.0,3.0,6,5,84%,84%,,,,,3,4,6,4,7.0,10.0,6.0,2.0,0.0,1.0,28.0,26.0,,,1,1,10,13,,,78%,76%,24%,50%,,,23,16,13,10,60%,54%,,,18.0,32.0,8.0,9.0,,,,,4,2,,,,,,,,
16.03.2025,00:30,Bournemouth,Brentford,1,2,Pawson C.,Vitality Stadium,PREMIER LEAGUE - ROUND 29,,1.65,0.82,59%,41%,17,10,5,4,3.0,3.0,4,3,80%,70%,3.0,0.0,,,7,5,5,1,13.0,7.0,4.0,3.0,1.0,0.0,44.0,26.0,,,4,2,7,13,,,77%,63%,38%,20%,,,19,22,13,7,69%,56%,,,33.0,39.0,8.0,7.0,,,,,2,4,,,,,,,0.0,1.0
15.03.2025,22:00,Everton,West Ham,1,1,Bond D.,Goodison Park,PREMIER LEAGUE - ROUND 29,,0.92,0.58,54%,46%,13,9,5,4,1.0,0.0,6,5,84%,80%,1.0,2.0,,,4,4,4,1,12.0,7.0,1.0,2.0,0.0,0.0,28.0,24.0,,,1,0,8,12,,,75%,72%,29%,27%,,,21,22,12,8,56%,29%,,,25.0,34.0,9.0,10.0,,,,,3,4,,,,,,,1.0,0.0
15.03.2025,22:00,Ipswich,Nottingham,2,4,Salisbury M.,Portman Road,PREMIER LEAGUE - ROUND 29,,0.48,1.28,56%,44%,11,11,4,6,0.0,3.0,6,3,83%,76%,1.0,1.0,,,5,4,2,1,4.0,6.0,7.0,5.0,0.0,0.0,12.0,19.0,,,1,1,13,4,,,67%,72%,17%,17%,,,15,22,4,13,80%,73%,,,21.0,33.0,4.0,4.0,,,,,2,2,,,,,,,1.0,0.0
15.03.2025,22:00,Manchester City,Brighton,2,2,Hooper S.,Etihad Stadium,PREMIER LEAGUE - ROUND 29,,1.77,2.11,60%,40%,11,15,3,3,4.0,6.0,4,5,81%,73%,2.0,5.0,,,7,10,1,2,8.0,12.0,3.0,3.0,1.0,0.0,36.0,27.0,,,1,1,10,10,,,74%,54%,45%,64%,,,15,22,10,10,60%,56%,,,27.0,27.0,2.0,8.0,,,,,1,1,,,,,,,,
15.03.2025,22:00,Southampton,Wolves,1,2,Jones R.,St. Mary's Stadium,PREMIER LEAGUE - ROUND 29,,1.08,0.44,60%,40%,10,5,3,3,2.0,1.0,5,1,89%,87%,,,,,3,2,4,0,9.0,3.0,1.0,2.0,2.0,0.0,26.0,12.0,,,2,1,13,12,,,80%,71%,28%,18%,,,27,9,12,13,69%,65%,,,9.0,36.0,5.0,9.0,,,,,1,2,,,,,,,0.0,1.0
11.03.2025,03:00,West Ham,Newcastle,0,1,Salisbury M.,London Stadium,PREMIER LEAGUE - ROUND 28,,0.45,1.38,51%,49%,9,9,2,3,1.0,2.0,3,4,80%,81%,0.0,1.0,,,1,3,6,3,4.0,6.0,5.0,3.0,0.0,0.0,21.0,28.0,,,1,1,15,7,,,64%,74%,19%,32%,,,16,22,7,15,60%,33%,,,18.0,29.0,8.0,9.0,,,,,2,2,,,,,,,,
09.03.2025,23:30,Manchester Utd,Arsenal,1,1,Taylor A.,Old Trafford,PREMIER LEAGUE - ROUND 28,,1.65,1.61,32%,68%,10,17,6,6,2.0,3.0,2,9,75%,89%,0.0,1.0,,,2,6,2,5,6.0,9.0,4.0,8.0,0.0,0.0,18.0,34.0,,,0,1,11,8,,,66%,86%,27%,7%,,,8,22,8,11,56%,62%,,,34.0,14.0,7.0,5.0,,,,,5,5,,,,,,,,
09.03.2025,21:00,Chelsea,Leicester,1,0,Robinson T.,Stamford Bridge,PREMIER LEAGUE - ROUND 28,,1.68,0.1,57%,43%,20,3,7,3,2.0,0.0,12,2,87%,82%,1.0,0.0,,,5,0,8,0,10.0,1.0,10.0,2.0,1.0,0.0,48.0,4.0,,,0,2,13,12,,,81%,59%,30%,6%,,,11,20,12,13,82%,67%,,,22.0,37.0,10.0,5.0,,,,,3,6,,,,,,,,
09.03.2025,21:00,Tottenham,Bournemouth,2,2,Brooks J.,Tottenham Hotspur Stadium,PREMIER LEAGUE - ROUND 28,,1.52,2.74,61%,39%,12,17,4,8,1.0,3.0,3,6,82%,76%,3.0,3.0,,,3,4,5,5,8.0,15.0,4.0,2.0,2.0,2.0,28.0,27.0,,,0,3,16,15,,,73%,63%,38%,36%,,,36,13,15,16,83%,61%,,,20.0,28.0,8.0,14.0,,,,,6,2,,,,,,,,
09.03.2025,03:00,Wolves,Everton,1,1,Attwell S.,Molineux Stadium,PREMIER LEAGUE - ROUND 28,,0.6,1.32,66%,34%,11,12,3,4,1.0,2.0,5,5,88%,76%,2.0,2.0,,,5,1,3,7,5.0,7.0,6.0,5.0,0.0,0.0,18.0,16.0,,,0,1,16,11,,,74%,56%,17%,31%,,,21,9,11,16,62%,56%,,,26.0,36.0,6.0,9.0,,,,,3,2,,,,,,,,
09.03.2025,00:30,Brentford,Aston Villa,0,1,Gillett J.,Brentford Community Stadium,PREMIER LEAGUE - ROUND 28,,0.64,1.32,60%,40%,13,12,3,4,0.0,2.0,6,5,86%,76%,2.0,2.0,,,4,2,6,6,7.0,10.0,6.0,2.0,1.0,0.0,36.0,19.0,,,2,3,5,10,,,75%,65%,19%,25%,,,12,14,10,5,31%,45%,,,33.0,40.0,7.0,5.0,,,,,3,3,,,,,,,,
08.03.2025,22:00,Brighton,Fulham,2,1,Barrott S.,Amex Stadium,PREMIER LEAGUE - ROUND 28,,1.61,0.9,53%,47%,9,6,4,1,3.0,1.0,3,7,86%,85%,0.0,2.0,,,3,2,2,3,8.0,6.0,1.0,0.0,0.0,0.0,31.0,13.0,,,4,1,12,6,,,71%,73%,31%,17%,,,16,13,6,12,61%,41%,,,24.0,42.0,14.0,3.0,,,,,0,2,,,,,,,1.0,0.0
08.03.2025,22:00,Crystal Palace,Ipswich,1,0,Hooper S.,Selhurst Park,PREMIER LEAGUE - ROUND 28,,3.42,1.17,55%,45%,19,15,4,8,5.0,2.0,5,4,73%,73%,4.0,3.0,,,6,4,9,3,14.0,9.0,5.0,6.0,1.0,0.0,25.0,17.0,,,0,0,7,8,,,62%,57%,37%,19%,,,26,28,8,7,52%,67%,,,33.0,30.0,9.0,8.0,,,,,8,3,,,,,,,,
08.03.2025,22:00,Liverpool,Southampton,3,1,Smith L.,Anfield,PREMIER LEAGUE - ROUND 28,,4.11,0.31,71%,29%,28,6,7,4,8.0,1.0,6,4,91%,77%,2.0,1.0,,,13,0,8,2,23.0,3.0,5.0,3.0,0.0,0.0,59.0,8.0,,,0,1,9,10,,,82%,48%,30%,20%,,,21,10,10,9,79%,45%,,,10.0,37.0,10.0,9.0,,,,,3,4,,,,,,,,
08.03.2025,19:30,Nottingham,Manchester City,1,0,Kavanagh C.,City Ground,PREMIER LEAGUE - ROUND 28,,0.62,0.85,31%,69%,9,14,4,3,0.0,0.0,3,2,80%,90%,3.0,2.0,,,3,8,2,3,6.0,6.0,3.0,8.0,1.0,1.0,18.0,25.0,,,1,1,7,9,,,68%,83%,39%,11%,,,15,17,9,7,56%,67%,,,25.0,19.0,4.0,5.0,,,,,3,3,,,,,,,,
28.02.2025,03:00,West Ham,Leicester,2,0,Taylor A.,London Stadium,PREMIER LEAGUE - ROUND 27,,1.33,0.38,58%,42%,8,10,2,2,3.0,0.0,3,3,90%,84%,,,,,3,3,3,5,7.0,5.0,1.0,5.0,0.0,0.0,20.0,9.0,,,1,0,6,12,,,86%,70%,24%,17%,,,17,16,12,6,67%,44%,,,23.0,26.0,8.0,8.0,,,,,2,0,,,,,,,,
27.02.2025,03:15,Liverpool,Newcastle,2,0,Attwell S.,Anfield,PREMIER LEAGUE - ROUND 27,,1.56,0.21,62%,38%,12,3,3,0,1.0,1.0,4,2,89%,84%,0.0,1.0,,,5,2,4,1,9.0,2.0,3.0,1.0,0.0,0.0,29.0,16.0,,,0,1,11,12,,,77%,77%,0%,7%,,,20,18,12,11,61%,62%,,,25.0,20.0,9.0,6.0,,,,,0,1,,,,,,,,
27.02.2025,02:30,Brentford,Everton,1,1,Hooper S.,Brentford Community Stadium,PREMIER LEAGUE - ROUND 27,,1.49,1.37,52%,48%,12,14,3,4,2.0,3.0,2,5,84%,83%,2.0,1.0,,,6,8,3,2,8.0,7.0,4.0,7.0,1.0,0.0,29.0,17.0,,,1,0,6,3,,,70%,71%,20%,19%,,,21,23,3,6,69%,53%,,,24.0,34.0,9.0,4.0,,,,,3,2,,,,,,,1.0,1.0
27.02.2025,02:30,Manchester Utd,Ipswich,3,2,England D.,Old Trafford,PREMIER LEAGUE - ROUND 27,,0.72,1.42,44%,56%,10,12,6,3,2.0,1.0,5,6,82%,86%,4.0,4.0,,,1,4,3,5,8.0,5.0,2.0,7.0,0.0,0.0,23.0,19.0,,,0,2,16,9,,,62%,76%,29%,13%,,,15,9,9,16,56%,60%,,,24.0,22.0,5.0,10.0,,,,,1,3,,,,,1.0,0.0,1.0,0.0
27.02.2025,02:30,Nottingham,Arsenal,0,0,Madley A.,City Ground,PREMIER LEAGUE - ROUND 27,,0.37,0.97,35%,65%,6,13,2,1,1.0,2.0,3,11,74%,87%,1.0,1.0,,,1,3,3,9,4.0,8.0,2.0,5.0,0.0,1.0,16.0,30.0,,,1,2,17,10,,,63%,81%,22%,22%,,,16,9,10,17,56%,50%,,,30.0,23.0,8.0,6.0,,,,,1,2,,,,,,,,
27.02.2025,02:30,Tottenham,Manchester City,0,1,Gillett J.,Tottenham Hotspur Stadium,PREMIER LEAGUE - ROUND 27,,1.12,2.09,55%,45%,10,12,6,5,2.0,4.0,8,3,88%,88%,3.0,0.0,,,2,2,2,5,10.0,8.0,0.0,4.0,0.0,0.0,25.0,27.0,,,0,2,14,12,,,71%,85%,47%,17%,,,19,18,12,14,60%,61%,,,15.0,18.0,6.0,10.0,,,,,4,6,,,,,,,,
26.02.2025,03:15,Chelsea,Southampton,4,0,Bramall T.,Stamford Bridge,PREMIER LEAGUE - ROUND 27,,2.56,0.72,60%,40%,19,7,10,2,7.0,2.0,4,2,91%,84%,1.0,2.0,,,7,2,2,3,13.0,5.0,6.0,2.0,0.0,0.0,39.0,12.0,,,2,0,9,6,,,87%,65%,45%,40%,,,15,13,6,9,53%,69%,,,15.0,13.0,7.0,9.0,,,,,2,6,,,,,,,2.0,0.0
26.02.2025,02:30,Brighton,Bournemouth,2,1,Oliver M.,Amex Stadium,PREMIER LEAGUE - ROUND 27,,2.33,1.48,43%,57%,11,19,4,5,5.0,2.0,1,9,72%,79%,2.0,1.0,,,4,7,3,7,7.0,12.0,4.0,7.0,1.0,0.0,26.0,41.0,,,0,3,14,12,,,61%,67%,38%,36%,,,28,18,12,14,62%,52%,,,33.0,26.0,6.0,10.0,,,,,4,2,,,,,,,,
26.02.2025,02:30,Crystal Palace,Aston Villa,4,1,Barrott S.,Selhurst Park,PREMIER LEAGUE - ROUND 27,,3.82,0.33,36%,64%,19,6,6,2,6.0,2.0,3,8,73%,86%,3.0,1.0,,,8,3,5,1,15.0,6.0,4.0,0.0,0.0,1.0,30.0,19.0,,,7,7,10,19,,,59%,68%,33%,31%,,,13,20,19,10,69%,50%,,,24.0,14.0,9.0,9.0,,,,,1,2,,,,,,,,
26.02.2025,02:30,Wolves,Fulham,1,2,Bankes P.,Molineux Stadium,PREMIER LEAGUE - ROUND 27,,1.22,1.84,60%,40%,18,11,5,5,0.0,3.0,7,4,88%,85%,1.0,3.0,,,7,3,6,3,11.0,10.0,7.0,1.0,0.0,0.0,24.0,15.0,,,1,0,15,8,,,74%,74%,21%,33%,,,21,8,8,15,60%,85%,,,10.0,40.0,5.0,5.0,,,,,3,4,,,,,,,,
23.02.2025,23:30,Manchester City,Liverpool,0,2,Taylor A.,Etihad Stadium,PREMIER LEAGUE - ROUND 26,,0.63,0.71,66%,34%,16,8,5,4,0.0,1.0,7,5,91%,81%,,,,,3,2,8,2,6.0,6.0,10.0,2.0,0.0,0.0,40.0,28.0,,,2,4,10,3,,,84%,64%,17%,29%,,,20,6,3,10,20%,61%,,,17.0,34.0,4.0,5.0,,,,,2,5,,,,,,,,
23.02.2025,21:00,Newcastle,Nottingham,4,3,Gillett J.,St. James' Park,PREMIER LEAGUE - ROUND 26,,3.05,2.18,57%,43%,13,17,5,5,4.0,3.0,7,6,81%,73%,1.0,4.0,,,3,5,5,7,13.0,10.0,0.0,7.0,1.0,0.0,34.0,26.0,,,1,0,13,11,,,67%,64%,17%,40%,,,22,19,11,13,65%,70%,,,38.0,26.0,10.0,2.0,,,,,2,1,,,,,,,,
23.02.2025,00:30,Aston Villa,Chelsea,2,1,Oliver M.,Villa Park,PREMIER LEAGUE - ROUND 26,,2.56,2.12,52%,48%,12,15,6,7,3.0,2.0,2,3,87%,88%,1.0,3.0,,,3,5,3,3,10.0,10.0,2.0,5.0,0.0,0.0,33.0,25.0,,,1,1,16,15,,,74%,78%,23%,25%,,,14,13,15,16,53%,44%,,,17.0,25.0,6.0,7.0,,,,,6,4,,,,,,,,
22.02.2025,22:00,Arsenal,West Ham,0,1,Pawson C.,Emirates Stadium,PREMIER LEAGUE - ROUND 26,,1.23,1.2,68%,32%,20,5,2,2,1.0,1.0,2,0,89%,78%,1.0,3.0,,,8,3,10,0,14.0,5.0,6.0,0.0,0.0,0.0,42.0,8.0,,,3,2,15,15,,,84%,64%,23%,38%,,,16,11,15,15,45%,33%,,,6.0,44.0,6.0,14.0,,,,,1,2,,,,,1.0,0.0,0.0,1.0
22.02.2025,22:00,Bournemouth,Wolves,0,1,Salisbury M.,Vitality Stadium,PREMIER LEAGUE - ROUND 26,,0.63,1.97,45%,55%,8,13,3,5,1.0,3.0,6,7,77%,80%,3.0,3.0,,,2,5,3,3,6.0,8.0,2.0,5.0,0.0,1.0,23.0,15.0,,,1,1,9,17,,,64%,66%,12%,13%,,,23,16,17,9,46%,50%,,,27.0,40.0,11.0,7.0,,,,,4,3,,,,,1.0,0.0,,
22.02.2025,22:00,Fulham,Crystal Palace,0,2,Jones R.,Craven Cottage,PREMIER LEAGUE - ROUND 26,,0.23,1.22,62%,38%,10,10,0,5,0.0,2.0,7,7,83%,76%,1.0,3.0,,,5,3,5,2,4.0,7.0,6.0,3.0,0.0,0.0,22.0,16.0,,,0,3,7,10,,,70%,53%,19%,20%,,,17,13,10,7,40%,46%,,,17.0,32.0,8.0,9.0,,,,,3,0,,,,,,,,
22.02.2025,22:00,Ipswich,Tottenham,1,4,Robinson T.,Portman Road,PREMIER LEAGUE - ROUND 26,,1.13,1.62,41%,59%,17,10,5,6,1.0,1.0,4,4,82%,87%,2.0,1.0,,,5,1,7,3,10.0,10.0,7.0,0.0,1.0,0.0,26.0,23.0,,,2,1,14,15,,,71%,71%,32%,25%,,,12,8,15,14,50%,56%,,,11.0,14.0,8.0,4.0,,,,,2,4,,,,,,,,
22.02.2025,22:00,Southampton,Brighton,0,4,Bond D.,St. Mary's Stadium,PREMIER LEAGUE - ROUND 26,,0.13,4.01,49%,51%,6,18,1,12,0.0,10.0,5,6,80%,82%,2.0,0.0,,,2,3,3,3,2.0,14.0,4.0,4.0,0.0,1.0,5.0,35.0,,,2,1,12,11,,,56%,69%,18%,33%,,,16,15,11,12,62%,53%,,,24.0,24.0,12.0,7.0,,,,,8,1,,,,,,,,
22.02.2025,19:30,Everton,Manchester Utd,2,2,Madley A.,Goodison Park,PREMIER LEAGUE - ROUND 26,,1.85,0.41,38%,62%,9,9,8,3,4.0,1.0,7,8,73%,86%,4.0,1.0,,,0,2,1,4,8.0,4.0,1.0,5.0,0.0,0.0,23.0,20.0,,,1,0,9,12,,,58%,72%,35%,15%,,,13,17,12,9,75%,61%,,,37.0,39.0,8.0,11.0,,,,,1,6,,,,,,,1.0,0.0
22.02.2025,03:00,Leicester,Brentford,0,4,Harrington T.,King Power Stadium,PREMIER LEAGUE - ROUND 26,,0.55,1.53,48%,52%,8,14,3,6,1.0,3.0,5,6,83%,84%,4.0,0.0,,,3,3,2,5,5.0,12.0,3.0,2.0,0.0,1.0,22.0,34.0,,,1,1,10,10,,,72%,69%,14%,43%,,,19,12,10,10,45%,89%,,,31.0,35.0,13.0,7.0,,,,,2,3,,,,,,,0.0,1.0
20.02.2025,02:30,Aston Villa,Liverpool,2,2,Pawson C.,Villa Park,PREMIER LEAGUE - ROUND 29,,0.73,2.44,52%,48%,9,17,4,3,2.0,3.0,6,8,84%,84%,1.0,0.0,,,3,10,2,4,5.0,14.0,4.0,3.0,0.0,1.0,24.0,44.0,,,2,2,6,8,,,69%,75%,21%,14%,,,12,16,8,6,55%,73%,,,20.0,24.0,3.0,7.0,,,,,1,2,,,,,,,1.0,0.0
16.02.2025,23:30,Tottenham,Manchester Utd,1,0,Bankes P.,Tottenham Hotspur Stadium,PREMIER LEAGUE - ROUND 25,,2.15,1.54,57%,43%,22,16,7,6,1.0,2.0,10,5,88%,84%,1.0,2.0,,,6,6,9,4,19.0,14.0,3.0,2.0,0.0,0.0,45.0,32.0,,,0,7,9,13,,,82%,81%,33%,33%,,,12,13,13,9,46%,69%,,,27.0,27.0,4.0,10.0,,,,,6,6,,,,,,,,
16.02.2025,21:00,Liverpool,Wolves,2,1,Hooper S.,Anfield,PREMIER LEAGUE - ROUND 25,,1.76,1.33,50%,50%,10,16,3,4,1.0,0.0,4,3,83%,84%,2.0,2.0,,,6,7,1,5,8.0,6.0,2.0,10.0,0.0,0.0,23.0,22.0,,,5,3,13,15,,,75%,69%,23%,10%,,,21,15,15,13,63%,73%,,,18.0,21.0,14.0,6.0,,,,,3,1,,,,,,,,
