ngay_thi_dau,gio_bat_dau,home_team,away_team,home_score,away_score,referee,venue,roud,source_url,Expected Goals (xG)_home,Expected Goals (xG)_away,Ball Possession_home,Ball Possession_away,Total shots_home,Total shots_away,Shots on target_home,Shots on target_away,Big Chances_home,Big Chances_away,Corner Kicks_home,Corner Kicks_away,Passes_home,Passes_away,Yellow Cards_home,Yellow Cards_away,xG on target (xGOT)_home,xG on target (xGOT)_away,Shots off target_home,Shots off target_away,Blocked Shots_home,Blocked Shots_away,Shots inside the Box_home,Shots inside the Box_away,Shots outside the Box_home,Shots outside the Box_away,Hit the Woodwork_home,Hit the Woodwork_away,Touches in opposition box_home,Touches in opposition box_away,Accurate through passes_home,Accurate through passes_away,Offsides_home,Offsides_away,Free Kicks_home,Free Kicks_away,Long passes_home,Long passes_away,Passes in final third_home,Passes in final third_away,Crosses_home,Crosses_away,Expected assists (xA)_home,Expected assists (xA)_away,Throw-ins_home,Throw-ins_away,Fouls_home,Fouls_away,Tackles_home,Tackles_away,Duels won_home,Duels won_away,Clearances_home,Clearances_away,Interceptions_home,Interceptions_away,Errors leading to shot_home,Errors leading to shot_away,Errors leading to goal_home,Errors leading to goal_away,Goalkeeper Saves_home,Goalkeeper Saves_away,xGOT faced_home,xGOT faced_away,Goals prevented_home,Goals prevented_away,Red Cards_home,Red Cards_away,Headed Goals_home,Headed Goals_away
06.05.2025,02:00,Crystal Palace,Nottingham,1,1,Madley A.,Selhurst Park,PREMIER LEAGUE - ROUND 35,,2.56,0.71,49%,51%,20,12,3,4,2.0,0.0,7,4,73%,83%,3.0,8.0,1.07,1.2,11,2,6,6,14.0,7.0,6.0,5.0,1.0,0.0,43.0,17.0,1.0,1.0,1,1,15,9,35%,47%,61%,73%,23%,25%,1.31,0.67,24,20,9,15,73%,58%,52.0,47.0,30.0,57.0,10.0,8.0,0.0,2.0,0.0,0.0,3,2,1.2,1.07,0.2,0.07,,,,
04.05.2025,22:30,Chelsea,Liverpool,3,1,Hooper S.,Stamford Bridge,PREMIER LEAGUE - ROUND 35,,2.91,1.17,35%,65%,17,11,7,2,5.0,3.0,3,6,84%,88%,2.0,2.0,3.04,0.23,6,5,4,4,14.0,9.0,3.0,2.0,2.0,0.0,34.0,35.0,0.0,0.0,6,0,11,10,35%,44%,65%,74%,50%,35%,1.32,1.07,12,24,10,11,65%,78%,40.0,30.0,33.0,11.0,12.0,3.0,0.0,1.0,0.0,0.0,1,4,0.23,3.04,-0.77,1.04,,,0.0,1.0
04.05.2025,20:00,Brentford,Manchester Utd,4,3,Taylor A.,Brentford Community Stadium,PREMIER LEAGUE - ROUND 35,,2.57,1.5,47%,53%,12,14,6,5,6.0,1.0,7,3,80%,82%,0.0,2.0,3.06,1.6,4,2,2,7,11.0,9.0,1.0,5.0,0.0,0.0,27.0,23.0,1.0,0.0,0,0,10,8,42%,27%,67%,77%,15%,30%,1.5,0.71,23,18,8,10,38%,71%,53.0,38.0,16.0,34.0,6.0,4.0,0.0,0.0,0.0,0.0,2,2,1.6,3.06,-1.4,-0.11,,,2.0,0.0
04.05.2025,20:00,Brighton,Newcastle,1,1,Pawson C.,Amex Stadium,PREMIER LEAGUE - ROUND 35,,0.62,1.75,46%,54%,5,13,2,5,1.0,1.0,1,4,78%,83%,2.0,1.0,0.94,2.05,2,4,1,4,4.0,7.0,1.0,6.0,0.0,0.0,17.0,32.0,0.0,0.0,1,1,10,15,31%,56%,61%,76%,20%,17%,0.68,0.6,14,23,15,10,67%,64%,48.0,49.0,27.0,28.0,10.0,6.0,1.0,0.0,0.0,0.0,4,1,2.05,0.94,1.05,-0.06,,,,
04.05.2025,20:00,West Ham,Tottenham,1,1,Oliver M.,London Stadium,PREMIER LEAGUE - ROUND 35,,1.1,0.48,56%,44%,11,7,2,2,2.0,2.0,1,3,74%,73%,2.0,2.0,0.84,0.32,4,5,5,0,6.0,4.0,5.0,3.0,0.0,0.0,19.0,12.0,1.0,0.0,3,4,15,18,40%,29%,57%,62%,24%,8%,0.86,0.3,29,26,18,15,66%,57%,66.0,60.0,14.0,30.0,6.0,6.0,0.0,1.0,1.0,0.0,1,1,0.32,0.84,-0.68,-0.4,,,,
03.05.2025,23:30,Arsenal,Bournemouth,1,2,Gillett J.,Emirates Stadium,PREMIER LEAGUE - ROUND 35,,1.43,1.06,51%,49%,13,9,4,2,3.0,3.0,2,3,85%,83%,0.0,2.0,1.57,1.15,5,5,4,2,12.0,6.0,1.0,3.0,0.0,0.0,33.0,10.0,3.0,1.0,3,0,16,7,38%,42%,74%,65%,13%,40%,0.97,0.73,14,13,7,16,75%,45%,47.0,34.0,14.0,17.0,8.0,9.0,1.0,0.0,0.0,0.0,0,3,1.15,1.57,-0.85,0.57,,,0.0,1.0
03.05.2025,21:00,Everton,Ipswich,2,2,Smith L.,Goodison Park,PREMIER LEAGUE - ROUND 35,,0.57,0.81,57%,43%,8,12,3,5,2.0,1.0,2,3,88%,85%,4.0,4.0,1.16,1.18,4,4,1,3,6.0,6.0,2.0,6.0,0.0,0.0,21.0,18.0,0.0,0.0,0,0,15,12,52%,38%,75%,72%,23%,17%,0.69,0.35,21,9,12,15,61%,87%,54.0,53.0,14.0,35.0,7.0,3.0,0.0,0.0,0.0,0.0,3,1,1.18,1.16,-0.82,-0.84,,,1.0,1.0
03.05.2025,21:00,Leicester,Southampton,2,0,Webb D.,Barrott S.,PREMIER LEAGUE - ROUND 35,,1.27,0.51,49%,51%,14,8,4,2,2.0,1.0,6,7,89%,87%,1.0,3.0,1.16,0.4,4,1,6,5,9.0,6.0,5.0,2.0,1.0,0.0,21.0,19.0,0.0,0.0,1,1,13,12,41%,47%,73%,71%,29%,40%,0.36,0.58,12,17,12,13,55%,77%,36.0,42.0,19.0,16.0,11.0,5.0,0.0,0.0,0.0,0.0,2,2,0.4,1.16,0.4,-0.84,,,,
03.05.2025,18:30,Aston Villa,Fulham,1,0,Jones R.,Villa Park,PREMIER LEAGUE - ROUND 35,,0.69,0.71,52%,48%,10,11,3,3,3.0,1.0,5,3,88%,88%,0.0,5.0,1.16,0.67,5,5,2,3,7.0,8.0,3.0,3.0,1.0,0.0,16.0,24.0,1.0,0.0,1,2,17,6,57%,62%,69%,80%,23%,33%,1.04,0.68,7,11,6,17,55%,54%,47.0,46.0,27.0,18.0,4.0,5.0,1.0,0.0,0.0,0.0,3,2,0.67,1.16,0.67,0.09,,,1.0,0.0
03.05.2025,02:00,Manchester City,Wolves,1,0,Bankes P.,Etihad Stadium,PREMIER LEAGUE - ROUND 35,,0.65,0.44,64%,36%,9,6,2,1,1.0,2.0,4,5,91%,83%,,,0.72,0.0,5,4,2,1,5.0,4.0,4.0,2.0,0.0,2.0,40.0,15.0,0.0,1.0,0,1,11,7,73%,45%,85%,70%,18%,15%,0.65,0.12,21,19,7,11,53%,66%,42.0,49.0,15.0,19.0,6.0,6.0,1.0,0.0,0.0,0.0,1,1,0.0,0.72,0.0,-0.28,,,,
02.05.2025,01:30,Nottingham,Brentford,0,2,England D.,City Ground,PREMIER LEAGUE - ROUND 34,,0.99,1.65,55%,45%,14,11,5,3,0.0,3.0,4,5,80%,76%,3.0,5.0,0.75,1.89,4,5,5,3,11.0,10.0,3.0,1.0,0.0,0.0,35.0,23.0,0.0,1.0,4,0,12,10,53%,48%,75%,56%,18%,43%,0.89,0.91,20,10,10,12,56%,88%,42.0,49.0,24.0,30.0,7.0,5.0,0.0,0.0,0.0,0.0,1,5,1.89,0.75,-0.11,0.75,,,,
27.04.2025,22:30,Liverpool,Tottenham,5,1,Bramall T.,Anfield,PREMIER LEAGUE - ROUND 34,,2.14,0.37,63%,37%,25,8,8,3,2.0,1.0,8,2,86%,73%,2.0,1.0,2.21,0.78,8,3,9,2,16.0,4.0,9.0,4.0,0.0,0.0,36.0,14.0,2.0,0.0,1,3,9,16,42%,31%,77%,61%,12%,18%,2.02,0.27,13,21,16,9,72%,42%,41.0,39.0,15.0,19.0,7.0,8.0,0.0,0.0,0.0,0.0,2,3,0.78,2.21,-0.22,-1.79,,,0.0,1.0
27.04.2025,20:00,Bournemouth,Manchester Utd,1,1,Bankes P.,Vitality Stadium,PREMIER LEAGUE - ROUND 34,,0.67,2.57,39%,61%,8,25,1,6,0.0,2.0,5,10,73%,83%,4.0,2.0,0.73,1.7,6,6,1,13,6.0,17.0,2.0,8.0,1.0,0.0,15.0,44.0,0.0,2.0,2,2,12,11,32%,40%,73%,78%,24%,13%,0.76,1.36,24,21,11,12,50%,71%,35.0,45.0,32.0,18.0,11.0,9.0,0.0,0.0,0.0,1.0,5,0,1.7,0.73,0.63,-0.27,1.0,0.0,,
26.04.2025,21:00,Brighton,West Ham,3,2,England D.,Amex Stadium,PREMIER LEAGUE - ROUND 34,,1.35,1.25,53%,47%,16,12,9,4,2.0,2.0,8,1,87%,88%,2.0,1.0,3.42,1.97,2,4,5,4,7.0,8.0,9.0,4.0,0.0,1.0,36.0,26.0,0.0,0.0,4,3,9,7,62%,57%,79%,78%,19%,14%,0.81,1.31,14,21,7,9,83%,11%,46.0,41.0,20.0,41.0,3.0,7.0,1.0,1.0,0.0,0.0,2,6,1.97,3.42,-0.03,-0.08,,,1.0,1.0
26.04.2025,21:00,Newcastle,Ipswich,3,0,Salisbury M.,St. James' Park,PREMIER LEAGUE - ROUND 34,,3.05,0.12,78%,22%,25,4,5,0,5.0,0.0,11,2,92%,67%,1.0,4.0,2.14,0.0,11,1,9,3,13.0,2.0,12.0,2.0,1.0,0.0,66.0,6.0,1.0,0.0,4,0,9,9,59%,39%,90%,54%,24%,17%,2.1,0.06,23,14,9,9,33%,50%,43.0,43.0,16.0,46.0,4.0,1.0,0.0,1.0,0.0,0.0,0,2,0.0,2.14,0.0,-0.86,0.0,1.0,2.0,0.0
26.04.2025,21:00,Southampton,Fulham,1,2,Harrington T.,St. Mary's Stadium,PREMIER LEAGUE - ROUND 34,,0.56,2.16,36%,64%,7,26,3,5,1.0,1.0,0,13,77%,88%,1.0,1.0,1.28,2.77,0,16,4,5,6.0,18.0,1.0,8.0,1.0,1.0,13.0,38.0,0.0,0.0,1,2,12,10,31%,46%,57%,86%,13%,30%,0.26,1.82,6,17,10,12,44%,59%,44.0,50.0,42.0,31.0,4.0,1.0,0.0,0.0,0.0,0.0,3,2,2.77,1.28,0.86,0.28,,,1.0,1.0
26.04.2025,21:00,Wolves,Leicester,3,0,Barrott S.,Molineux Stadium,PREMIER LEAGUE - ROUND 34,,2.22,1.15,56%,44%,20,8,6,2,2.0,1.0,4,2,88%,84%,1.0,4.0,1.59,1.23,8,3,6,3,13.0,4.0,7.0,4.0,0.0,0.0,27.0,13.0,0.0,1.0,0,3,17,7,58%,54%,72%,62%,38%,50%,1.59,0.63,23,15,7,17,62%,73%,65.0,48.0,10.0,20.0,3.0,7.0,0.0,1.0,0.0,0.0,2,3,1.23,1.59,1.23,-1.41,,,,
26.04.2025,18:30,Chelsea,Everton,1,0,Kavanagh C.,Stamford Bridge,PREMIER LEAGUE - ROUND 34,,0.98,0.52,55%,45%,10,6,7,3,1.0,2.0,10,2,86%,84%,,,1.66,1.26,2,1,1,2,5.0,4.0,5.0,2.0,0.0,0.0,18.0,11.0,0.0,0.0,1,3,10,11,43%,50%,68%,54%,20%,33%,0.43,0.26,21,17,11,10,64%,72%,53.0,39.0,21.0,21.0,7.0,7.0,0.0,0.0,0.0,1.0,3,6,1.26,1.66,1.26,0.66,,,,
24.04.2025,02:00,Arsenal,Crystal Palace,2,2,Salisbury M.,Emirates Stadium,PREMIER LEAGUE - ROUND 34,,1.22,1.75,68%,32%,12,15,6,4,4.0,4.0,3,6,93%,82%,1.0,1.0,1.77,1.75,4,6,2,5,9.0,11.0,3.0,4.0,0.0,0.0,22.0,25.0,1.0,0.0,1,1,6,4,44%,52%,77%,71%,31%,37%,0.76,1.44,9,16,4,6,71%,56%,18.0,35.0,21.0,18.0,8.0,7.0,2.0,0.0,1.0,0.0,2,4,1.75,1.77,-0.25,-0.23,,,1.0,0.0
23.04.2025,02:00,Manchester City,Aston Villa,2,1,Pawson C.,Etihad Stadium,PREMIER LEAGUE - ROUND 34,,1.09,1.68,62%,38%,14,7,6,3,2.0,4.0,10,2,90%,81%,3.0,3.0,1.42,1.23,6,3,2,1,10.0,6.0,4.0,1.0,0.0,1.0,24.0,23.0,0.0,1.0,2,2,10,9,40%,48%,80%,63%,38%,20%,1.26,0.35,15,16,9,10,58%,69%,34.0,41.0,15.0,23.0,4.0,2.0,0.0,0.0,0.0,0.0,2,4,1.23,1.42,0.23,-0.58,,,,
22.04.2025,02:00,Tottenham,Nottingham,1,2,Bankes P.,Tottenham Hotspur Stadium,PREMIER LEAGUE - ROUND 33,,2.14,0.64,70%,30%,22,4,6,3,4.0,1.0,7,1,88%,69%,1.0,4.0,0.88,1.37,12,1,4,0,16.0,1.0,6.0,3.0,1.0,0.0,45.0,4.0,0.0,1.0,0,3,12,11,57%,38%,81%,48%,33%,20%,1.65,0.38,26,23,11,12,53%,58%,46.0,68.0,14.0,55.0,8.0,9.0,0.0,1.0,1.0,0.0,1,5,1.37,0.88,-0.63,-0.12,,,1.0,1.0
20.04.2025,22:30,Leicester,Liverpool,0,1,Attwell S.,King Power Stadium,PREMIER LEAGUE - ROUND 33,,0.2,2.62,42%,58%,5,28,0,10,0.0,9.0,1,13,77%,87%,1.0,2.0,0.0,0.52,4,12,1,6,3.0,24.0,2.0,4.0,1.0,3.0,13.0,48.0,0.0,1.0,2,2,7,11,24%,45%,46%,80%,20%,36%,0.15,2.59,25,20,11,7,83%,75%,40.0,54.0,42.0,22.0,6.0,10.0,1.0,0.0,0.0,0.0,9,0,0.52,0.0,-0.48,0.0,,,,
20.04.2025,20:00,Fulham,Chelsea,1,2,Taylor A.,Craven Cottage,PREMIER LEAGUE - ROUND 33,,0.22,0.93,40%,60%,6,13,1,8,0.0,1.0,5,4,81%,88%,1.0,3.0,0.36,1.01,2,3,3,2,3.0,8.0,3.0,5.0,0.0,0.0,14.0,32.0,0.0,0.0,1,0,9,13,49%,52%,67%,72%,20%,23%,0.18,1.36,10,16,13,9,86%,56%,33.0,38.0,33.0,22.0,5.0,6.0,0.0,1.0,1.0,1.0,6,0,1.01,0.36,-0.99,-0.64,,,,
20.04.2025,20:00,Ipswich,Arsenal,0,4,Kavanagh C.,Portman Road,PREMIER LEAGUE - ROUND 33,,0.19,2.72,25%,75%,4,24,0,7,0.0,3.0,0,12,79%,91%,,,0.0,2.94,2,8,2,9,2.0,19.0,2.0,5.0,0.0,1.0,5.0,71.0,0.0,1.0,1,1,7,10,38%,71%,47%,86%,50%,19%,0.13,2.22,11,20,10,7,50%,75%,34.0,38.0,38.0,7.0,12.0,2.0,0.0,0.0,0.0,0.0,3,0,2.94,0.0,-1.06,0.0,1.0,0.0,,
20.04.2025,20:00,Manchester Utd,Wolves,0,1,Jones R.,Old Trafford,PREMIER LEAGUE - ROUND 33,,1.1,0.25,60%,40%,12,4,2,2,1.0,0.0,9,2,89%,82%,2.0,3.0,0.07,0.72,6,1,4,1,5.0,1.0,7.0,3.0,0.0,0.0,26.0,8.0,0.0,0.0,2,1,19,11,63%,43%,84%,69%,7%,18%,1.05,0.26,12,16,11,19,62%,50%,77.0,55.0,17.0,28.0,6.0,5.0,0.0,0.0,0.0,0.0,1,2,0.72,0.07,-0.28,0.07,,,,
19.04.2025,23:30,Aston Villa,Newcastle,4,1,Gillett J.,Villa Park,PREMIER LEAGUE - ROUND 33,,2.28,1.02,49%,51%,23,10,9,3,5.0,2.0,7,7,85%,85%,1.0,3.0,2.33,0.64,10,4,4,3,19.0,8.0,4.0,2.0,3.0,0.0,31.0,36.0,1.0,0.0,0,1,12,9,50%,44%,77%,76%,29%,27%,1.49,0.94,6,8,9,12,75%,55%,51.0,42.0,19.0,22.0,6.0,3.0,1.0,1.0,0.0,0.0,2,5,0.64,2.33,-0.36,-0.67,,,0.0,1.0
19.04.2025,21:00,Brentford,Brighton,4,2,Robinson T.,Brentford Community Stadium,PREMIER LEAGUE - ROUND 33,,2.22,1.25,46%,54%,16,12,8,3,6.0,2.0,4,7,81%,84%,3.0,3.0,3.46,1.56,5,6,3,3,14.0,7.0,2.0,5.0,0.0,0.0,35.0,32.0,1.0,0.0,1,0,11,7,46%,43%,71%,75%,44%,27%,1.39,1.14,22,19,7,11,60%,72%,54.0,44.0,23.0,26.0,9.0,8.0,0.0,2.0,0.0,1.0,1,4,1.56,3.46,-0.44,-0.54,0.0,1.0,1.0,1.0
19.04.2025,21:00,Crystal Palace,Bournemouth,0,0,Barrott S.,Selhurst Park,PREMIER LEAGUE - ROUND 33,,0.17,0.67,27%,73%,5,15,0,4,0.0,0.0,5,4,61%,88%,5.0,4.0,0.0,0.49,2,6,3,5,3.0,9.0,2.0,6.0,0.0,0.0,16.0,29.0,1.0,0.0,1,1,10,13,33%,53%,41%,81%,17%,25%,1.06,0.71,23,18,13,10,40%,75%,31.0,50.0,33.0,35.0,6.0,5.0,0.0,0.0,0.0,0.0,4,0,0.49,0.0,0.49,0.0,1.0,0.0,,
19.04.2025,21:00,Everton,Manchester City,0,2,Hooper S.,Goodison Park,PREMIER LEAGUE - ROUND 33,,0.79,2.09,33%,67%,9,12,3,7,1.0,3.0,2,5,78%,88%,4.0,0.0,0.93,2.89,2,3,4,2,7.0,8.0,1.0,4.0,1.0,0.0,21.0,25.0,0.0,0.0,5,0,6,7,61%,53%,65%,81%,33%,20%,0.47,1.22,13,16,7,6,58%,50%,56.0,37.0,23.0,23.0,11.0,5.0,1.0,0.0,0.0,0.0,5,3,2.89,0.93,1.64,0.93,,,,
19.04.2025,21:00,West Ham,Southampton,1,1,Kitchen A.,London Stadium,PREMIER LEAGUE - ROUND 33,,0.82,0.73,51%,49%,12,15,4,4,0.0,1.0,2,5,90%,88%,2.0,1.0,1.11,0.28,3,5,5,6,8.0,7.0,4.0,8.0,0.0,1.0,23.0,26.0,1.0,0.0,1,1,13,14,56%,51%,75%,76%,15%,21%,0.8,0.53,9,11,14,13,62%,67%,41.0,42.0,27.0,14.0,4.0,6.0,1.0,0.0,0.0,0.0,3,3,0.28,1.11,-0.12,0.19,,,,
17.04.2025,01:30,Newcastle,Crystal Palace,5,0,England D.,St. James' Park,PREMIER LEAGUE - ROUND 29,,1.39,2.0,60%,40%,14,11,7,4,5.0,3.0,5,4,84%,78%,2.0,3.0,2.2,1.24,4,4,3,3,9.0,8.0,5.0,3.0,0.0,0.0,18.0,28.0,0.0,0.0,2,1,15,9,53%,25%,68%,72%,23%,29%,0.56,1.12,15,20,9,15,50%,55%,37.0,27.0,26.0,22.0,7.0,5.0,1.0,1.0,0.0,2.0,4,2,1.24,2.2,1.24,-1.8,,,1.0,0.0
15.04.2025,02:00,Bournemouth,Fulham,1,0,Oliver M.,Vitality Stadium,PREMIER LEAGUE - ROUND 32,,1.86,1.38,41%,59%,12,12,3,7,2.0,1.0,6,9,73%,81%,3.0,2.0,1.85,1.11,5,1,4,4,8.0,7.0,4.0,5.0,1.0,0.0,15.0,37.0,0.0,0.0,2,1,10,11,30%,42%,60%,73%,31%,21%,0.8,0.9,21,25,11,10,44%,75%,63.0,51.0,45.0,25.0,6.0,7.0,2.0,1.0,0.0,1.0,7,2,1.11,1.85,1.11,0.85,,,,
13.04.2025,22:30,Newcastle,Manchester Utd,4,1,Kavanagh C.,St. James' Park,PREMIER LEAGUE - ROUND 32,,2.16,0.61,48%,52%,13,9,6,5,6.0,1.0,7,2,81%,80%,0.0,2.0,3.81,1.26,6,2,1,2,11.0,5.0,2.0,4.0,0.0,0.0,38.0,12.0,0.0,0.0,2,1,9,7,38%,36%,68%,72%,38%,33%,1.52,0.35,15,20,7,9,47%,57%,56.0,48.0,17.0,23.0,8.0,4.0,0.0,1.0,0.0,2.0,4,2,1.26,3.81,0.26,-0.19,,,,
13.04.2025,20:00,Chelsea,Ipswich,2,2,Attwell S.,Stamford Bridge,PREMIER LEAGUE - ROUND 32,,2.14,1.14,74%,26%,34,13,9,4,4.0,3.0,15,4,88%,72%,2.0,2.0,3.81,1.57,15,8,10,1,19.0,6.0,15.0,7.0,2.0,0.0,55.0,9.0,1.0,0.0,1,2,7,11,31%,44%,84%,53%,37%,30%,1.76,1.07,20,6,11,7,50%,73%,37.0,51.0,7.0,50.0,4.0,8.0,1.0,0.0,0.0,0.0,2,7,1.57,3.81,-0.43,2.81,,,0.0,1.0
13.04.2025,20:00,Liverpool,West Ham,2,1,Madley A.,Anfield,PREMIER LEAGUE - ROUND 32,,1.68,0.89,55%,45%,15,12,6,5,2.0,4.0,10,3,85%,85%,0.0,2.0,1.74,0.5,4,6,5,1,11.0,10.0,4.0,1.0,2.0,2.0,37.0,18.0,0.0,2.0,5,4,8,15,48%,36%,71%,63%,24%,10%,1.64,0.76,13,9,15,8,61%,40%,42.0,46.0,17.0,38.0,4.0,12.0,1.0,1.0,0.0,0.0,4,4,0.5,1.74,0.5,-0.26,,,1.0,0.0
13.04.2025,20:00,Wolves,Tottenham,4,2,Taylor A.,Molineux Stadium,PREMIER LEAGUE - ROUND 32,,2.44,1.89,38%,62%,13,11,5,4,4.0,2.0,1,4,81%,88%,1.0,2.0,2.69,2.54,6,5,2,2,9.0,8.0,4.0,3.0,0.0,1.0,19.0,21.0,0.0,0.0,2,3,15,12,29%,62%,61%,80%,33%,26%,1.11,0.77,12,21,12,15,76%,69%,52.0,37.0,28.0,11.0,9.0,8.0,0.0,1.0,1.0,2.0,2,1,2.54,2.69,0.54,-0.31,,,0.0,1.0
12.04.2025,23:30,Arsenal,Brentford,1,1,Hooper S.,Emirates Stadium,PREMIER LEAGUE - ROUND 32,,0.79,0.19,64%,36%,14,3,3,2,1.0,1.0,13,5,87%,78%,1.0,3.0,0.3,0.26,5,1,6,0,8.0,3.0,6.0,0.0,0.0,0.0,38.0,16.0,1.0,0.0,3,1,9,7,31%,44%,80%,58%,29%,20%,0.88,0.46,13,12,7,9,50%,59%,34.0,39.0,13.0,34.0,7.0,9.0,0.0,0.0,0.0,0.0,1,2,0.26,0.3,-0.74,-0.7,,,,
12.04.2025,21:00,Brighton,Leicester,2,2,Bond D.,Amex Stadium,PREMIER LEAGUE - ROUND 32,,4.04,1.62,59%,41%,21,15,7,6,7.0,2.0,3,6,86%,78%,2.0,5.0,3.3,1.3,9,6,5,3,15.0,11.0,6.0,4.0,2.0,0.0,48.0,27.0,3.0,0.0,1,1,11,9,52%,36%,71%,71%,47%,36%,1.93,0.76,12,18,9,11,75%,77%,50.0,39.0,14.0,26.0,6.0,4.0,1.0,1.0,1.0,0.0,4,5,1.3,3.3,-0.7,1.3,,,0.0,1.0
12.04.2025,21:00,Nottingham,Everton,0,1,Pawson C.,City Ground,PREMIER LEAGUE - ROUND 32,,0.49,1.3,42%,58%,10,13,5,5,0.0,2.0,1,7,75%,81%,0.0,3.0,1.13,1.32,2,4,3,4,5.0,8.0,5.0,5.0,0.0,0.0,9.0,29.0,1.0,1.0,2,1,13,9,23%,52%,57%,73%,33%,29%,0.35,1.17,18,17,9,13,67%,70%,47.0,47.0,44.0,29.0,5.0,1.0,0.0,0.0,1.0,0.0,4,5,1.32,1.13,0.32,1.13,,,,
12.04.2025,21:00,Southampton,Aston Villa,0,3,Bramall T.,St. Mary's Stadium,PREMIER LEAGUE - ROUND 32,,0.28,2.88,40%,60%,7,25,2,10,1.0,5.0,2,13,86%,93%,3.0,1.0,0.33,3.27,4,9,1,6,5.0,13.0,2.0,12.0,0.0,1.0,8.0,48.0,0.0,2.0,0,0,4,11,55%,73%,72%,88%,13%,10%,0.13,1.39,6,10,11,4,58%,44%,31.0,45.0,37.0,19.0,11.0,9.0,1.0,0.0,0.0,0.0,7,2,3.27,0.33,0.27,0.33,,,,
12.04.2025,18:30,Manchester City,Crystal Palace,5,2,Gillett J.,Etihad Stadium,PREMIER LEAGUE - ROUND 32,,3.63,2.07,68%,32%,21,7,9,3,11.0,2.0,1,4,91%,81%,2.0,3.0,4.05,2.17,7,4,5,0,16.0,5.0,5.0,2.0,1.0,0.0,30.0,9.0,1.0,0.0,1,4,16,10,52%,57%,80%,56%,17%,25%,1.74,0.55,10,15,10,16,70%,42%,44.0,31.0,11.0,23.0,7.0,11.0,0.0,0.0,1.0,0.0,1,4,2.17,4.05,0.17,-0.95,,,0.0,1.0
08.04.2025,02:00,Leicester,Newcastle,0,3,Jones R.,King Power Stadium,PREMIER LEAGUE - ROUND 31,,0.47,3.26,58%,42%,7,16,2,5,0.0,4.0,12,2,84%,80%,2.0,0.0,0.37,2.94,4,8,1,3,6.0,10.0,1.0,6.0,0.0,1.0,16.0,23.0,0.0,0.0,3,2,9,8,44%,38%,68%,70%,26%,14%,0.6,0.8,19,14,8,9,59%,74%,48.0,46.0,11.0,33.0,15.0,6.0,3.0,1.0,1.0,0.0,2,2,2.94,0.37,-0.06,0.37,,,,
06.04.2025,22:30,Manchester Utd,Manchester City,0,0,Brooks J.,Old Trafford,PREMIER LEAGUE - ROUND 31,,0.92,0.49,42%,58%,13,9,2,5,1.0,1.0,5,3,84%,88%,3.0,2.0,0.18,0.34,5,3,6,1,8.0,4.0,5.0,5.0,0.0,0.0,29.0,15.0,2.0,1.0,1,2,9,13,41%,47%,74%,73%,24%,0%,1.42,0.44,17,18,13,9,47%,60%,53.0,44.0,19.0,24.0,15.0,7.0,0.0,1.0,0.0,0.0,5,2,0.34,0.18,0.34,0.18,,,,
06.04.2025,20:00,Brentford,Chelsea,0,0,Oliver M.,Brentford Community Stadium,PREMIER LEAGUE - ROUND 31,,1.22,1.32,41%,59%,9,21,2,5,2.0,3.0,3,6,76%,84%,1.0,3.0,0.4,1.04,5,9,2,7,7.0,13.0,2.0,8.0,0.0,0.0,25.0,33.0,1.0,0.0,3,1,12,12,45%,50%,65%,72%,20%,28%,1.78,0.73,18,7,12,12,43%,73%,45.0,42.0,20.0,26.0,8.0,11.0,0.0,1.0,0.0,0.0,5,2,1.04,0.4,1.04,0.4,,,,
06.04.2025,20:00,Fulham,Liverpool,3,2,Kavanagh C.,Craven Cottage,PREMIER LEAGUE - ROUND 31,,0.75,1.11,38%,62%,12,14,6,6,3.0,3.0,4,4,78%,84%,3.0,0.0,1.78,1.88,4,5,2,3,8.0,10.0,4.0,4.0,0.0,1.0,21.0,29.0,0.0,0.0,2,3,9,10,44%,33%,71%,69%,8%,20%,0.76,0.79,11,29,10,9,79%,44%,60.0,41.0,44.0,21.0,9.0,8.0,2.0,2.0,0.0,2.0,4,3,1.88,1.78,-0.12,-1.22,,,,
06.04.2025,20:00,Tottenham,Southampton,3,1,Salisbury M.,Tottenham Hotspur Stadium,PREMIER LEAGUE - ROUND 31,,2.21,1.04,51%,49%,13,12,8,4,3.0,1.0,4,1,89%,89%,1.0,1.0,3.43,0.44,2,2,3,6,11.0,9.0,2.0,3.0,0.0,1.0,25.0,24.0,1.0,0.0,1,1,20,16,46%,46%,78%,82%,13%,7%,1.08,0.57,17,10,16,20,65%,62%,48.0,55.0,14.0,16.0,9.0,8.0,0.0,2.0,0.0,0.0,3,5,0.44,3.43,-0.56,0.43,,,,
05.04.2025,23:30,Aston Villa,Nottingham,2,1,Hooper S.,Villa Park,PREMIER LEAGUE - ROUND 31,,2.52,1.2,53%,47%,17,19,8,3,5.0,0.0,4,4,85%,85%,2.0,2.0,2.74,0.77,6,14,3,2,13.0,10.0,4.0,9.0,0.0,1.0,29.0,19.0,2.0,0.0,0,5,15,7,48%,51%,71%,82%,23%,22%,1.21,0.49,14,7,7,15,50%,55%,42.0,41.0,11.0,23.0,4.0,8.0,1.0,0.0,0.0,0.0,2,6,0.77,2.74,-0.23,0.74,,,,
